1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-2.78584e-06,-0.208463,0.97803,0,4.29508e-06,-0.97803,-0.208463,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-2.78584e-06,-0.208463,0.97803,0,4.29508e-06,-0.97803,-0.208463,0,1,3.61998e-06,3.62e-06,0,0.1,3.61998e-07,3.62e-07,1|-2.78584e-06,-0.208463,0.97803,0,1,7.16044e-06,4.37464e-06,0,-7.91507e-06,0.97803,0.208463,0,0.1,3.61998e-07,3.62e-07,1|-2.78584e-06,-0.208463,0.97803,0,1,7.16044e-06,4.37464e-06,0,-7.91507e-06,0.97803,0.208463,0,0.0999988,0.146705,0.0312699,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-1.45605e-06,-0.476794,0.879015,0,4.90801e-06,-0.879015,-0.476794,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-1.45605e-06,-0.476794,0.879015,0,4.90801e-06,-0.879015,-0.476794,0,1,3.61998e-06,3.62e-06,0,0.1,3.61998e-07,3.62e-07,1|-1.45605e-06,-0.476794,0.879015,0,1,6.802e-06,5.34599e-06,0,-8.528e-06,0.879015,0.476794,0,0.1,3.61998e-07,3.62e-07,1|-1.45605e-06,-0.476794,0.879015,0,1,6.802e-06,5.34599e-06,0,-8.528e-06,0.879015,0.476794,0,0.0999987,0.131853,0.0715194,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-2.19167e-06,-0.336317,0.941749,0,4.62658e-06,-0.941749,-0.336317,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-2.19167e-06,-0.336317,0.941749,0,4.62658e-06,-0.941749,-0.336317,0,1,3.61998e-06,3.62e-06,0,0.1,3.61998e-07,3.62e-07,1|-2.19167e-06,-0.336317,0.941749,0,1,7.0291e-06,4.83747e-06,0,-8.24657e-06,0.941749,0.336317,0,0.1,3.61998e-07,3.62e-07,1|-2.19167e-06,-0.336317,0.941749,0,1,7.0291e-06,4.83747e-06,0,-8.24657e-06,0.941749,0.336317,0,0.0999988,0.141263,0.0504479,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-2.81584e-06,-0.201612,0.979465,0,4.27548e-06,-0.979465,-0.201612,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-2.81584e-06,-0.201612,0.979465,0,4.27548e-06,-0.979465,-0.201612,0,1,3.61998e-06,3.62e-06,0,0.1,3.61998e-07,3.62e-07,1|-2.81584e-06,-0.201612,0.979465,0,1,7.16563e-06,4.34984e-06,0,-7.89547e-06,0.979465,0.201612,0,0.1,3.61998e-07,3.62e-07,1|-2.81584e-06,-0.201612,0.979465,0,1,7.16563e-06,4.34984e-06,0,-7.89547e-06,0.979465,0.201612,0,0.0999988,0.14692,0.0302422,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-3.4648e-06,-0.0419913,0.999118,0,3.76879e-06,-0.999118,-0.0419913,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-3.4648e-06,-0.0419913,0.999118,0,3.76879e-06,-0.999118,-0.0419913,0,1,3.61998e-06,3.62e-06,0,0.1,3.61998e-07,3.62e-07,1|-3.4648e-06,-0.0419913,0.999118,0,1,7.23677e-06,3.77201e-06,0,-7.38878e-06,0.999118,0.0419913,0,0.1,3.61998e-07,3.62e-07,1|-3.4648e-06,-0.0419913,0.999118,0,1,7.23677e-06,3.77201e-06,0,-7.38878e-06,0.999118,0.0419913,0,0.0999989,0.149868,0.00629906,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-4.02415e-06,0.118716,0.992928,0,3.16463e-06,-0.992928,0.118716,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-4.02415e-06,0.118716,0.992928,0,3.16463e-06,-0.992928,0.118716,0,1,3.61998e-06,3.62e-06,0,0.1,3.61998e-07,3.62e-07,1|-4.02415e-06,0.118716,0.992928,0,1,7.21437e-06,3.19025e-06,0,-6.78462e-06,0.992928,-0.118716,0,0.1,3.61998e-07,3.62e-07,1|-4.02415e-06,0.118716,0.992928,0,1,7.21437e-06,3.19025e-06,0,-6.78462e-06,0.992928,-0.118716,0,0.099999,0.14894,-0.017807,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-4.44428e-06,0.262871,0.964831,0,2.54107e-06,-0.964831,0.262871,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-4.44428e-06,0.262871,0.964831,0,2.54107e-06,-0.964831,0.262871,0,1,3.61998e-06,3.62e-06,0,0.1,3.61998e-07,3.62e-07,1|-4.44428e-06,0.262871,0.964831,0,1,7.11266e-06,2.66841e-06,0,-6.16106e-06,0.964831,-0.262871,0,0.1,3.61998e-07,3.62e-07,1|-4.44428e-06,0.262871,0.964831,0,1,7.11266e-06,2.66841e-06,0,-6.16106e-06,0.964831,-0.262871,0,0.0999991,0.144725,-0.0394302,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-4.23564e-06,0.187873,0.982193,0,2.87542e-06,-0.982193,0.187873,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-4.23564e-06,0.187873,0.982193,0,2.87542e-06,-0.982193,0.187873,0,1,3.61998e-06,3.62e-06,0,0.1,3.61998e-07,3.62e-07,1|-4.23564e-06,0.187873,0.982193,0,1,7.17551e-06,2.9399e-06,0,-6.49541e-06,0.982193,-0.187873,0,0.1,3.61998e-07,3.62e-07,1|-4.23564e-06,0.187873,0.982193,0,1,7.17551e-06,2.9399e-06,0,-6.49541e-06,0.982193,-0.187873,0,0.099999,0.147329,-0.0281806,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-3.56896e-06,-0.0140032,0.999902,0,3.67031e-06,-0.999902,-0.0140032,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-3.56896e-06,-0.0140032,0.999902,0,3.67031e-06,-0.999902,-0.0140032,0,1,3.61998e-06,3.62e-06,0,0.1,3.61998e-07,3.62e-07,1|-3.56896e-06,-0.0140032,0.999902,0,1,7.23961e-06,3.67069e-06,0,-7.2903e-06,0.999902,0.0140032,0,0.1,3.61998e-07,3.62e-07,1|-3.56896e-06,-0.0140032,0.999902,0,1,7.23961e-06,3.67069e-06,0,-7.2903e-06,0.999902,0.0140032,0,0.0999989,0.149986,0.00210084,1||
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1|-3.61999e-06,-3.61999e-06,1,0,-1,1.31043e-11,-3.61999e-06,0,0,-1,-3.61999e-06,0,0,0,0,1|-2.72544e-06,-0.222135,0.975016,0,4.33366e-06,-0.975016,-0.222135,0,1,3.61998e-06,3.62e-06,0,0,0,0,1|-2.72544e-06,-0.222135,0.975016,0,4.33366e-06,-0.975016,-0.222135,0,1,3.61998e-06,3.62e-06,0,0.1,3.61998e-07,3.62e-07,1|-2.72544e-06,-0.222135,0.975016,0,1,7.14952e-06,4.42413e-06,0,-7.95365e-06,0.975016,0.222135,0,0.1,3.61998e-07,3.62e-07,1|-2.72544e-06,-0.222135,0.975016,0,1,7.14952e-06,4.42413e-06,0,-7.95365e-06,0.975016,0.222135,0,0.0999988,0.146253,0.0333206,1||
